trialnumber,blocknumber,trialtype,condition,RDK2display,cue,freq_attended,cue_onset_fr,cue_onset_t_est,cue_onset_t_meas,precue_frames,precue_times,postcue_frames,postcue_times,retention_frames,retention_times,eventtype,eventRDK,eventfreq,precue_eventnum,precue_eventid,precue_eventtype,precue_event_onset_fr,precue_event_onset_t_est,triggernum_cue,triggernum_retent,triggernum_event,event_response_type,event_response_RT,precue_event_response_type,precue_event_response_RT,triggernum_precue_event,participant,relevantcol,con1label,con2label,con3label
124,5,1,5,[1 4],1,26,961,2002.08333333333,NaN,960,2,720,1.5,480,1,1,1,26,0,NaN,NaN,NaN,NaN,50,51,55,hit,794.989109039307,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
125,5,1,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,503.703308105469,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
126,5,1,4,[1 2 4 5],2,20,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,2,4,23,0,NaN,NaN,NaN,NaN,40,41,46,hit,752.348661422729,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
127,5,1,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,960,2,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,904.850769042969,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
128,5,1,2,[1 3 4 6],2,20,913,1902.08333333333,NaN,912,1.9,720,1.5,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,838.297700881958,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
129,5,1,3,[1 2 4 5],1,26,961,2002.08333333333,NaN,960,2,960,2,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,hit,918.753862380981,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
130,5,1,3,[1 2 4 5],1,26,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,1,1,26,0,NaN,NaN,NaN,NaN,30,31,35,hit,1007.44576454163,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
131,5,1,2,[1 3 4 6],2,20,913,1902.08333333333,NaN,912,1.9,960,2,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,1152.10709571838,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
132,5,1,2,[1 3 4 6],2,20,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,2,4,23,1,3,1,528,1.1,20,21,26,hit,816.394376754761,miss,NaN,81,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
133,5,1,5,[1 4],1,26,721,1502.08333333333,NaN,720,1.5,864,1.8,480,1,2,1,26,0,NaN,NaN,NaN,NaN,50,51,56,hit,1176.95827484131,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
134,5,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,816,1.7,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,921.259689331055,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
135,5,1,5,[1 4],1,26,865,1802.08333333333,NaN,864,1.8,960,2,480,1,2,1,26,0,NaN,NaN,NaN,NaN,50,51,56,hit,711.124610900879,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
136,5,1,4,[1 2 4 5],2,20,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,2,5,17,0,NaN,NaN,NaN,NaN,40,41,46,hit,1407.07173347473,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
137,5,1,1,[1 3 4 6],1,26,865,1802.08333333333,NaN,864,1.8,720,1.5,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,807.951402664185,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
138,5,1,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,960,2,480,1,2,4,23,0,NaN,NaN,NaN,NaN,40,41,46,miss,NaN,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
139,5,1,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,2,4,23,1,3,1,528,1.1,60,61,66,hit,750.976514816284,hit,755.966806411743,81,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
140,5,1,3,[1 2 4 5],1,26,961,2002.08333333333,NaN,960,2,720,1.5,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,error,811.558961868286,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
141,5,2,1,[1 3 4 6],1,26,865,1802.08333333333,NaN,864,1.8,432,0.9,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,676.584768295288,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
142,5,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,720,1.5,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,775.173664093018,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
143,5,1,5,[1 4],1,26,961,2002.08333333333,NaN,960,2,816,1.7,480,1,2,1,26,1,3,1,336,0.7,50,51,56,hit,693.731117248535,hit,710.778045654297,81,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
144,5,1,6,[1 4],2,20,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,1,4,23,1,2,2,288,0.6,60,61,65,hit,998.431396484375,hit,854.564809799194,82,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
145,5,1,1,[1 3 4 6],1,26,721,1502.08333333333,NaN,720,1.5,912,1.9,480,1,2,1,26,1,1,1,432,0.9,10,11,16,hit,790.583944320679,error,796.646213531494,81,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
146,5,1,2,[1 3 4 6],2,20,913,1902.08333333333,NaN,912,1.9,960,2,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,805.757617950439,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
147,5,1,3,[1 2 4 5],1,26,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,1,2,20,0,NaN,NaN,NaN,NaN,30,31,35,hit,799.2995262146,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
148,5,2,6,[1 4],2,20,769,1602.08333333333,NaN,768,1.6,528,1.1,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,733.070182800293,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
149,5,1,1,[1 3 4 6],1,26,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,746.622657775879,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
150,5,1,2,[1 3 4 6],2,20,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,649.405765533447,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
151,6,1,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,error,633.460569381714,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
152,6,1,1,[1 3 4 6],1,26,817,1702.08333333333,NaN,816,1.7,816,1.7,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,983.658647537231,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
153,6,1,2,[1 3 4 6],2,20,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,698.851251602173,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
154,6,1,3,[1 2 4 5],1,26,961,2002.08333333333,NaN,960,2,960,2,480,1,1,1,26,0,NaN,NaN,NaN,NaN,30,31,35,hit,841.658353805542,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
155,6,1,3,[1 2 4 5],1,26,961,2002.08333333333,NaN,960,2,720,1.5,480,1,2,1,26,0,NaN,NaN,NaN,NaN,30,31,36,hit,645.002841949463,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
156,6,1,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,816,1.7,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,935.815954208374,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
157,6,1,1,[1 3 4 6],1,26,961,2002.08333333333,NaN,960,2,912,1.9,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,581.184482574463,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
158,6,1,3,[1 2 4 5],1,26,769,1602.08333333333,NaN,768,1.6,768,1.6,480,1,1,1,26,0,NaN,NaN,NaN,NaN,30,31,35,hit,1106.4911365509,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
159,6,1,1,[1 3 4 6],1,26,961,2002.08333333333,NaN,960,2,960,2,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,791.18013381958,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
160,6,1,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,720,1.5,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,761.288261413574,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
161,6,1,1,[1 3 4 6],1,26,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,763.612937927246,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
162,6,2,5,[1 4],1,26,865,1802.08333333333,NaN,864,1.8,576,1.2,480,1,1,1,26,0,NaN,NaN,NaN,NaN,50,51,55,hit,724.681377410889,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
163,6,2,5,[1 4],1,26,961,2002.08333333333,NaN,960,2,384,0.8,480,1,2,1,26,1,1,1,624,1.3,50,51,56,hit,538.570833206177,hit,790.624094009399,81,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
164,6,1,3,[1 2 4 5],1,26,769,1602.08333333333,NaN,768,1.6,960,2,480,1,2,1,26,0,NaN,NaN,NaN,NaN,30,31,36,hit,1136.80114746094,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
165,6,1,3,[1 2 4 5],1,26,721,1502.08333333333,NaN,720,1.5,912,1.9,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,error,1148.97832870483,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
166,6,1,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,960,2,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,767.807722091675,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
167,6,2,6,[1 4],2,20,817,1702.08333333333,NaN,816,1.7,480,1,480,1,1,4,23,1,1,1,528,1.1,60,61,65,hit,761.841821670532,hit,745.877647399902,81,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
168,6,2,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,336,0.7,480,1,2,5,17,0,NaN,NaN,NaN,NaN,40,41,46,hit,701.955127716064,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
169,6,1,1,[1 3 4 6],1,26,769,1602.08333333333,NaN,768,1.6,960,2,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,588.618659973145,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
170,6,2,3,[1 2 4 5],1,26,865,1802.08333333333,NaN,864,1.8,480,1,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,hit,656.824541091919,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
171,6,2,5,[1 4],1,26,817,1702.08333333333,NaN,816,1.7,480,1,480,1,1,1,26,1,4,2,288,0.6,50,51,55,hit,687.235164642334,hit,685.351514816284,82,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
172,6,1,3,[1 2 4 5],1,26,865,1802.08333333333,NaN,864,1.8,912,1.9,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,hit,634.501266479492,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
173,6,1,6,[1 4],2,20,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,717.690086364746,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
174,6,1,6,[1 4],2,20,769,1602.08333333333,NaN,768,1.6,816,1.7,480,1,2,4,23,1,1,1,480,1,60,61,66,hit,735.804271697998,miss,NaN,81,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
175,6,1,1,[1 3 4 6],1,26,769,1602.08333333333,NaN,768,1.6,816,1.7,480,1,2,1,26,1,3,1,288,0.6,10,11,16,hit,830.865812301636,error,969.977521896362,81,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
176,6,1,6,[1 4],2,20,961,2002.08333333333,NaN,960,2,816,1.7,480,1,2,4,23,1,2,2,144,0.3,60,61,66,hit,816.394376754761,hit,697.427225112915,82,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
177,6,1,3,[1 2 4 5],1,26,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,1,2,20,1,2,2,384,0.8,30,31,35,hit,1028.68962287903,hit,670.659017562866,82,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
178,6,1,5,[1 4],1,26,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,2,1,26,1,1,1,384,0.8,50,51,56,hit,759.104871749878,hit,866.170120239258,81,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
179,6,1,3,[1 2 4 5],1,26,769,1602.08333333333,NaN,768,1.6,720,1.5,480,1,1,1,26,1,4,2,288,0.6,30,31,35,hit,1077.18005180359,hit,817.154550552368,82,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
180,6,1,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,720,1.5,480,1,1,4,23,0,NaN,NaN,NaN,NaN,40,41,45,hit,1043.87307167053,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
181,7,2,2,[1 3 4 6],2,20,913,1902.08333333333,NaN,912,1.9,528,1.1,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,616.810321807861,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
182,7,1,1,[1 3 4 6],1,26,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,539.726400375366,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
183,7,1,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,768,1.6,480,1,2,4,23,0,NaN,NaN,NaN,NaN,40,41,46,hit,1058.99348258972,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
184,7,1,6,[1 4],2,20,961,2002.08333333333,NaN,960,2,768,1.6,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,553.146266937256,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
185,7,1,1,[1 3 4 6],1,26,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,462.834405899048,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
186,7,1,6,[1 4],2,20,961,2002.08333333333,NaN,960,2,912,1.9,480,1,1,4,23,1,1,1,144,0.3,60,61,65,hit,1246.76666259766,hit,702.817392349243,81,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
187,7,1,3,[1 2 4 5],1,26,865,1802.08333333333,NaN,864,1.8,960,2,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,hit,689.975452423096,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
188,7,1,2,[1 3 4 6],2,20,961,2002.08333333333,NaN,960,2,816,1.7,480,1,2,4,23,1,2,2,624,1.3,20,21,26,hit,517.723608016968,hit,794.812870025635,82,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
189,7,1,2,[1 3 4 6],2,20,865,1802.08333333333,NaN,864,1.8,768,1.6,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,error,960.581636428833,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
190,7,1,2,[1 3 4 6],2,20,961,2002.08333333333,NaN,960,2,768,1.6,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,894.020938873291,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
191,7,1,2,[1 3 4 6],2,20,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,865.720987319946,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
192,7,1,3,[1 2 4 5],1,26,961,2002.08333333333,NaN,960,2,864,1.8,480,1,2,1,26,0,NaN,NaN,NaN,NaN,30,31,36,miss,NaN,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
193,7,2,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,624,1.3,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,600.192975997925,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
194,7,1,3,[1 2 4 5],1,26,961,2002.08333333333,NaN,960,2,768,1.6,480,1,2,2,20,1,3,1,432,0.9,30,31,36,hit,1011.75751686096,hit,950.750684738159,81,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
195,7,1,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,1,4,23,1,2,2,192,0.4,60,61,65,hit,550.004291534424,hit,777.240133285522,82,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
196,7,1,3,[1 2 4 5],1,26,961,2002.08333333333,NaN,960,2,912,1.9,480,1,2,1,26,0,NaN,NaN,NaN,NaN,30,31,36,hit,596.948719024658,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
197,7,1,2,[1 3 4 6],2,20,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,570.787048339844,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
198,7,1,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,747.792673110962,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
199,7,1,1,[1 3 4 6],1,26,769,1602.08333333333,NaN,768,1.6,912,1.9,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,775.315999984741,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
200,7,1,3,[1 2 4 5],1,26,721,1502.08333333333,NaN,720,1.5,960,2,480,1,1,1,26,0,NaN,NaN,NaN,NaN,30,31,35,hit,980.098485946655,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
201,7,1,6,[1 4],2,20,961,2002.08333333333,NaN,960,2,720,1.5,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,801.470756530762,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
202,7,1,1,[1 3 4 6],1,26,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,701.048517227173,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
203,7,1,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,644.726657867432,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
204,7,1,6,[1 4],2,20,769,1602.08333333333,NaN,768,1.6,960,2,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,642.193937301636,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
205,7,1,3,[1 2 4 5],1,26,961,2002.08333333333,NaN,960,2,720,1.5,480,1,2,1,26,0,NaN,NaN,NaN,NaN,30,31,36,hit,1202.48508453369,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
206,7,1,5,[1 4],1,26,961,2002.08333333333,NaN,960,2,864,1.8,480,1,2,1,26,0,NaN,NaN,NaN,NaN,50,51,56,hit,485.946369171143,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
207,7,1,3,[1 2 4 5],1,26,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,1,2,20,0,NaN,NaN,NaN,NaN,30,31,35,hit,818.167352676392,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
208,7,1,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,816,1.7,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,626.082706451416,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
209,7,2,5,[1 4],1,26,769,1602.08333333333,NaN,768,1.6,432,0.9,480,1,2,1,26,0,NaN,NaN,NaN,NaN,50,51,56,hit,550.382137298584,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
210,7,1,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,912,1.9,480,1,1,5,17,1,3,1,288,0.6,40,41,45,hit,1008.94651412964,hit,917.024517059326,81,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
211,8,2,6,[1 4],2,20,865,1802.08333333333,NaN,864,1.8,624,1.3,480,1,2,4,23,1,1,1,192,0.4,60,61,66,hit,438.258075714111,hit,687.17942237854,81,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
212,8,1,6,[1 4],2,20,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,739.337921142578,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
213,8,1,5,[1 4],1,26,721,1502.08333333333,NaN,720,1.5,864,1.8,480,1,2,1,26,0,NaN,NaN,NaN,NaN,50,51,56,hit,474.534940719604,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
214,8,1,5,[1 4],1,26,769,1602.08333333333,NaN,768,1.6,720,1.5,480,1,2,1,26,1,4,2,432,0.9,50,51,56,hit,591.318273544312,hit,719.300603866577,82,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
215,8,1,5,[1 4],1,26,961,2002.08333333333,NaN,960,2,960,2,480,1,1,1,26,1,4,2,336,0.7,50,51,55,hit,442.426204681396,hit,635.635900497437,82,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
216,8,1,1,[1 3 4 6],1,26,721,1502.08333333333,NaN,720,1.5,960,2,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,498.424768447876,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
217,8,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,720,1.5,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,480.230093002319,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
218,8,1,5,[1 4],1,26,913,1902.08333333333,NaN,912,1.9,768,1.6,480,1,2,1,26,0,NaN,NaN,NaN,NaN,50,51,56,hit,1240.76461791992,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
219,8,2,5,[1 4],1,26,913,1902.08333333333,NaN,912,1.9,528,1.1,480,1,1,1,26,1,2,2,288,0.6,50,51,55,hit,648.897886276245,hit,570.002937316894,82,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
220,8,1,1,[1 3 4 6],1,26,913,1902.08333333333,NaN,912,1.9,720,1.5,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,721.933221817017,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
221,8,2,1,[1 3 4 6],1,26,913,1902.08333333333,NaN,912,1.9,576,1.2,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,587.792301177979,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
222,8,2,3,[1 2 4 5],1,26,769,1602.08333333333,NaN,768,1.6,336,0.7,480,1,2,1,26,0,NaN,NaN,NaN,NaN,30,31,36,hit,931.119632720947,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
223,8,1,4,[1 2 4 5],2,20,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,2,5,17,1,1,1,144,0.3,40,41,46,hit,861.350631713867,hit,844.476175308228,81,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
224,8,1,2,[1 3 4 6],2,20,865,1802.08333333333,NaN,864,1.8,912,1.9,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,651.822376251221,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
225,8,1,5,[1 4],1,26,721,1502.08333333333,NaN,720,1.5,864,1.8,480,1,2,1,26,0,NaN,NaN,NaN,NaN,50,51,56,hit,519.321155548096,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
226,8,1,1,[1 3 4 6],1,26,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,515.075349807739,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
