trialnumber,blocknumber,trialtype,condition,RDK2display,cue,freq_attended,cue_onset_fr,cue_onset_t_est,cue_onset_t_meas,precue_frames,precue_times,postcue_frames,postcue_times,retention_frames,retention_times,eventtype,eventRDK,eventfreq,precue_eventnum,precue_eventid,precue_eventtype,precue_event_onset_fr,precue_event_onset_t_est,triggernum_cue,triggernum_retent,triggernum_event,event_response_type,event_response_RT,precue_event_response_type,precue_event_response_RT,triggernum_precue_event,participant,relevantcol,con1label,con2label,con3label
227,8,2,2,[1 3 4 6],2,20,913,1902.08333333333,NaN,912,1.9,336,0.7,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,631.471061706543,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
228,8,1,6,[1 4],2,20,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,676.952505111694,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
229,8,1,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,960,2,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,520.400857925415,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
230,8,1,4,[1 2 4 5],2,20,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,2,4,23,1,4,2,240,0.5,40,41,46,hit,628.282690048218,hit,600.347757339478,82,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
231,8,1,2,[1 3 4 6],2,20,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,708.903837203979,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
232,8,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,771.04344367981,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
233,8,1,5,[1 4],1,26,769,1602.08333333333,NaN,768,1.6,720,1.5,480,1,1,1,26,1,4,2,384,0.8,50,51,55,hit,649.779224395752,hit,766.849231719971,82,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
234,8,1,4,[1 2 4 5],2,20,769,1602.08333333333,NaN,768,1.6,912,1.9,480,1,2,5,17,0,NaN,NaN,NaN,NaN,40,41,46,hit,766.730308532715,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
235,8,1,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,720,1.5,480,1,1,4,23,0,NaN,NaN,NaN,NaN,40,41,45,hit,801.67293548584,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
236,8,1,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,960,2,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,598.495483398438,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
237,8,1,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,506.503391265869,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
238,8,1,1,[1 3 4 6],1,26,913,1902.08333333333,NaN,912,1.9,960,2,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,810.858821868896,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
239,8,1,3,[1 2 4 5],1,26,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,hit,556.266641616821,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
240,8,1,6,[1 4],2,20,817,1702.08333333333,NaN,816,1.7,864,1.8,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,847.546100616455,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
241,9,1,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,510.74070930481,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
242,9,1,2,[1 3 4 6],2,20,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,722.720956802368,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
243,9,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,720,1.5,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,692.681074142456,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
244,9,1,5,[1 4],1,26,865,1802.08333333333,NaN,864,1.8,720,1.5,480,1,2,1,26,1,2,2,480,1,50,51,56,hit,695.569944381714,hit,679.757833480835,82,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
245,9,1,3,[1 2 4 5],1,26,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,1,1,26,0,NaN,NaN,NaN,NaN,30,31,35,hit,784.479570388794,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
246,9,1,3,[1 2 4 5],1,26,721,1502.08333333333,NaN,720,1.5,864,1.8,480,1,1,1,26,1,2,2,384,0.8,30,31,35,hit,972.636413574219,hit,721.681070327759,82,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
247,9,1,4,[1 2 4 5],2,20,817,1702.08333333333,NaN,816,1.7,816,1.7,480,1,1,4,23,1,1,1,144,0.3,40,41,45,hit,901.420450210571,error,677.627277374268,81,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
248,9,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,912,1.9,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,576.077318191528,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
249,9,2,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,528,1.1,480,1,1,4,23,1,1,1,240,0.5,20,21,25,hit,749.410295486451,hit,688.645124435425,81,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
250,9,2,4,[1 2 4 5],2,20,865,1802.08333333333,NaN,864,1.8,384,0.8,480,1,1,4,23,1,1,1,240,0.5,40,41,45,hit,681.433582305908,hit,627.464056015015,81,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
251,9,1,2,[1 3 4 6],2,20,865,1802.08333333333,NaN,864,1.8,720,1.5,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,754.157018661499,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
252,9,1,5,[1 4],1,26,817,1702.08333333333,NaN,816,1.7,816,1.7,480,1,2,1,26,0,NaN,NaN,NaN,NaN,50,51,56,hit,540.559387207031,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
253,9,2,4,[1 2 4 5],2,20,817,1702.08333333333,NaN,816,1.7,576,1.2,480,1,1,4,23,0,NaN,NaN,NaN,NaN,40,41,45,hit,609.628534317017,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
254,9,1,1,[1 3 4 6],1,26,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,715.020799636841,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
255,9,2,4,[1 2 4 5],2,20,913,1902.08333333333,NaN,912,1.9,528,1.1,480,1,1,4,23,0,NaN,NaN,NaN,NaN,40,41,45,hit,855.281352996826,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
256,9,1,5,[1 4],1,26,721,1502.08333333333,NaN,720,1.5,864,1.8,480,1,2,1,26,0,NaN,NaN,NaN,NaN,50,51,56,hit,425.744962692261,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
257,9,1,1,[1 3 4 6],1,26,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,768.48292350769,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
258,9,1,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,768,1.6,480,1,1,5,17,0,NaN,NaN,NaN,NaN,40,41,45,hit,785.294198989868,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
259,9,1,1,[1 3 4 6],1,26,961,2002.08333333333,NaN,960,2,864,1.8,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,509.364080429077,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
260,9,1,1,[1 3 4 6],1,26,721,1502.08333333333,NaN,720,1.5,912,1.9,480,1,2,1,26,1,3,1,240,0.5,10,11,16,hit,633.459186553955,hit,859.533786773682,81,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
261,9,2,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,336,0.7,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,501.994037628174,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
262,9,1,1,[1 3 4 6],1,26,961,2002.08333333333,NaN,960,2,768,1.6,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,767.103576660156,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
263,9,1,6,[1 4],2,20,769,1602.08333333333,NaN,768,1.6,720,1.5,480,1,2,4,23,1,2,2,432,0.9,60,61,66,error,551.045799255371,hit,772.098875045776,82,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
264,9,1,2,[1 3 4 6],2,20,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,461.914682388306,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
265,9,1,5,[1 4],1,26,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,1,1,26,0,NaN,NaN,NaN,NaN,50,51,55,hit,396.999835968018,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
266,9,1,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,816,1.7,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,622.864103317261,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
267,9,1,5,[1 4],1,26,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,1,1,26,0,NaN,NaN,NaN,NaN,50,51,55,hit,498.927545547485,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
268,9,1,6,[1 4],2,20,865,1802.08333333333,NaN,864,1.8,768,1.6,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,618.624544143677,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
269,9,1,4,[1 2 4 5],2,20,769,1602.08333333333,NaN,768,1.6,960,2,480,1,1,4,23,0,NaN,NaN,NaN,NaN,40,41,45,miss,NaN,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
270,9,1,3,[1 2 4 5],1,26,769,1602.08333333333,NaN,768,1.6,768,1.6,480,1,2,1,26,0,NaN,NaN,NaN,NaN,30,31,36,hit,585.640478134155,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
271,10,1,5,[1 4],1,26,721,1502.08333333333,NaN,720,1.5,816,1.7,480,1,1,1,26,0,NaN,NaN,NaN,NaN,50,51,55,hit,641.89248085022,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
272,10,1,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,912,1.9,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,528.641796112061,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
273,10,1,4,[1 2 4 5],2,20,769,1602.08333333333,NaN,768,1.6,912,1.9,480,1,1,5,17,0,NaN,NaN,NaN,NaN,40,41,45,hit,627.075672149658,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
274,10,1,4,[1 2 4 5],2,20,913,1902.08333333333,NaN,912,1.9,768,1.6,480,1,1,4,23,0,NaN,NaN,NaN,NaN,40,41,45,hit,800.57954788208,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
275,10,1,5,[1 4],1,26,721,1502.08333333333,NaN,720,1.5,864,1.8,480,1,1,1,26,0,NaN,NaN,NaN,NaN,50,51,55,hit,433.130693435669,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
276,10,2,5,[1 4],1,26,961,2002.08333333333,NaN,960,2,672,1.4,480,1,2,1,26,0,NaN,NaN,NaN,NaN,50,51,56,hit,663.06529045105,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
277,10,2,2,[1 3 4 6],2,20,865,1802.08333333333,NaN,864,1.8,576,1.2,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,error,523.076057434082,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
278,10,1,4,[1 2 4 5],2,20,769,1602.08333333333,NaN,768,1.6,912,1.9,480,1,1,4,23,0,NaN,NaN,NaN,NaN,40,41,45,hit,854.046583175659,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
279,10,1,5,[1 4],1,26,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,1,1,26,0,NaN,NaN,NaN,NaN,50,51,55,hit,446.701669692993,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
280,10,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,960,2,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,692.27147102356,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
281,10,1,2,[1 3 4 6],2,20,769,1602.08333333333,NaN,768,1.6,768,1.6,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,589.205074310303,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
282,10,1,6,[1 4],2,20,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,2,4,23,1,3,1,288,0.6,60,61,66,hit,619.498157501221,hit,750.287675857544,81,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
283,10,1,6,[1 4],2,20,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,541.384124755859,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
284,10,2,1,[1 3 4 6],1,26,721,1502.08333333333,NaN,720,1.5,384,0.8,480,1,2,1,26,1,2,2,240,0.5,10,11,16,hit,725.527715682983,hit,842.681407928467,82,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
285,10,1,6,[1 4],2,20,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,1043.22547912598,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
286,10,1,5,[1 4],1,26,769,1602.08333333333,NaN,768,1.6,816,1.7,480,1,1,1,26,1,1,1,480,1,50,51,55,hit,422.083330154419,hit,705.198049545288,81,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
287,10,1,2,[1 3 4 6],2,20,961,2002.08333333333,NaN,960,2,864,1.8,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,509.908866882324,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
288,10,1,1,[1 3 4 6],1,26,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,646.080112457275,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
289,10,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,669.861459732056,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
290,10,1,3,[1 2 4 5],1,26,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,hit,719.836616516113,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
291,10,1,5,[1 4],1,26,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,1,1,26,0,NaN,NaN,NaN,NaN,50,51,55,hit,462.662601470947,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
292,10,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,960,2,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,544.909000396729,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
293,10,1,6,[1 4],2,20,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,455.741786956787,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
294,10,1,6,[1 4],2,20,769,1602.08333333333,NaN,768,1.6,720,1.5,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,623.30641746521,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
295,10,1,4,[1 2 4 5],2,20,865,1802.08333333333,NaN,864,1.8,960,2,480,1,2,4,23,1,3,1,576,1.2,40,41,46,hit,528.147649765015,hit,632.186460494995,81,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
296,10,1,2,[1 3 4 6],2,20,769,1602.08333333333,NaN,768,1.6,960,2,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,458.605432510376,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
297,10,1,3,[1 2 4 5],1,26,769,1602.08333333333,NaN,768,1.6,960,2,480,1,1,1,26,0,NaN,NaN,NaN,NaN,30,31,35,hit,801.758909225464,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
298,10,1,4,[1 2 4 5],2,20,721,1502.08333333333,NaN,720,1.5,720,1.5,480,1,1,4,23,0,NaN,NaN,NaN,NaN,40,41,45,hit,956.434965133667,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
299,10,1,1,[1 3 4 6],1,26,769,1602.08333333333,NaN,768,1.6,768,1.6,480,1,2,1,26,0,NaN,NaN,NaN,NaN,10,11,16,hit,418.014812469482,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
300,10,1,6,[1 4],2,20,817,1702.08333333333,NaN,816,1.7,960,2,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,1057.89260864258,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
301,11,1,2,[1 3 4 6],2,20,913,1902.08333333333,NaN,912,1.9,960,2,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,error,436.106777191162,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
302,11,1,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,768,1.6,480,1,1,4,23,1,2,2,480,1,60,61,65,hit,499.403715133667,hit,804.39019203186,82,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
303,11,1,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,720,1.5,480,1,1,4,23,0,NaN,NaN,NaN,NaN,40,41,45,hit,863.323450088501,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
304,11,1,2,[1 3 4 6],2,20,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,609.422826766968,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
305,11,2,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,336,0.7,480,1,2,5,17,0,NaN,NaN,NaN,NaN,40,41,46,hit,904.716300964355,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
306,11,1,2,[1 3 4 6],2,20,913,1902.08333333333,NaN,912,1.9,768,1.6,480,1,1,4,23,0,NaN,NaN,NaN,NaN,20,21,25,hit,679.219722747803,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
307,11,1,6,[1 4],2,20,769,1602.08333333333,NaN,768,1.6,720,1.5,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,767.739200592041,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
308,11,1,6,[1 4],2,20,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,774.766778945923,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
309,11,1,4,[1 2 4 5],2,20,769,1602.08333333333,NaN,768,1.6,912,1.9,480,1,1,5,17,0,NaN,NaN,NaN,NaN,40,41,45,hit,775.405168533325,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
310,11,1,1,[1 3 4 6],1,26,961,2002.08333333333,NaN,960,2,960,2,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,622.930288314819,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
311,11,2,6,[1 4],2,20,769,1602.08333333333,NaN,768,1.6,336,0.7,480,1,1,4,23,1,3,1,288,0.6,60,61,65,hit,596.962881088257,hit,800.806903839111,81,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
312,11,2,3,[1 2 4 5],1,26,721,1502.08333333333,NaN,720,1.5,384,0.8,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,error,696.925592422485,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
313,11,1,3,[1 2 4 5],1,26,865,1802.08333333333,NaN,864,1.8,768,1.6,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,hit,699.675416946411,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
314,11,1,3,[1 2 4 5],1,26,913,1902.08333333333,NaN,912,1.9,960,2,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,hit,718.47972869873,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
315,11,1,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,720,1.5,480,1,2,4,23,0,NaN,NaN,NaN,NaN,60,61,66,hit,835.454559326172,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
316,11,1,4,[1 2 4 5],2,20,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,2,5,17,0,NaN,NaN,NaN,NaN,40,41,46,hit,1054.73403930664,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
317,11,1,4,[1 2 4 5],2,20,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,2,5,17,0,NaN,NaN,NaN,NaN,40,41,46,hit,590.294981002808,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
318,11,1,3,[1 2 4 5],1,26,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,1,2,20,0,NaN,NaN,NaN,NaN,30,31,35,miss,NaN,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_6t,cue_left,6t
319,11,2,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,480,1,480,1,1,4,23,1,2,2,336,0.7,60,61,65,hit,626.517772674561,hit,817.685413360595,82,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
320,11,1,1,[1 3 4 6],1,26,769,1602.08333333333,NaN,768,1.6,816,1.7,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,525.218677520752,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
321,11,2,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,672,1.4,480,1,2,4,23,1,3,1,192,0.4,60,61,66,hit,775.907850265503,hit,778.051710128784,81,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
322,11,1,4,[1 2 4 5],2,20,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,1,4,23,1,3,1,480,1,40,41,45,hit,761.535692214966,hit,709.565877914429,81,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
323,11,1,1,[1 3 4 6],1,26,961,2002.08333333333,NaN,960,2,912,1.9,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,582.799768447876,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
324,11,1,1,[1 3 4 6],1,26,865,1802.08333333333,NaN,864,1.8,960,2,480,1,1,1,26,0,NaN,NaN,NaN,NaN,10,11,15,hit,841.404867172241,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t3d,cue_left,3t_3d
325,11,1,5,[1 4],1,26,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,2,1,26,0,NaN,NaN,NaN,NaN,50,51,56,hit,507.64102935791,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_left_3t,cue_left,3t
326,11,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,815.886640548706,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
327,11,1,2,[1 3 4 6],2,20,865,1802.08333333333,NaN,864,1.8,720,1.5,480,1,2,4,23,0,NaN,NaN,NaN,NaN,20,21,26,hit,558.990669250488,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t3d,cue_right,3t_3d
328,11,1,4,[1 2 4 5],2,20,721,1502.08333333333,NaN,720,1.5,816,1.7,480,1,1,4,23,0,NaN,NaN,NaN,NaN,40,41,45,hit,634.308862686157,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_6t,cue_right,6t
329,11,1,6,[1 4],2,20,961,2002.08333333333,NaN,960,2,768,1.6,480,1,1,4,23,0,NaN,NaN,NaN,NaN,60,61,65,hit,534.583473205566,noevent,NaN,,Pilot_Sabrina_VP96,blue,cue_right_3t,cue_right,3t
